OBJECTID,UNIT_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,LMS_ID,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY
2159,45533,El Parque Nuestro,El Parque Nuestro,Open Access,0.531,0.5309853,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,Park < 5 Acres,Yes,Yes,Yes,Fair,Poor,Not Reported,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,Local Park,3000122,33.98236423,-118.24371326,1675 Gage Ave.,Los Angeles,90001,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm<br>",General: (310) 965-8608,Yes
2160,45534,South Los Angeles Wetlands Pocket Park,South Los Angeles Wetlands Pocket Park,Open Access,9.006,9.00595236,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Local Park,73980,33.99291539,-118.26767146,5413 S Avalon Blvd,Los Angeles,90011,,,No
2170,45550,Pacific Crest Park,Pacific Crest Park,Open Access,6.887,6.8858906,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Santa Clarita, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,Local Park,3000118,34.47424055,-118.52369607,29051 Garnet Canyon Dr,Santa Clarita,91390,,,No
2185,45642,Big Rock Wash Wildlife Sanctuary,Big Rock Creek Wildlife Sanctuary,Open Access,160.851,160.82744073,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000020,34.61295829,-117.92077353,11550 E Ave O,Palmdale,93591,<Null>,General: (661) 944-6881,Yes
2186,45643,Longview Wildlife Sanctuary,Longview Wildlife Sanctuary,Open Access,139.38,139.36199853,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000092,34.488354,-117.88313588,14000 Vayermo Rd.,Pearblossom,93553,<Null>,General: (661) 944-6881,Yes
2187,45644,Blalock Wildlife Sanctuary,Blalock Wildlife Sanctuary,Open Access,140.369,140.3507331,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000021,34.49557895,-117.87474154,Llano,Pearblossom,93553,<Null>,General: (661) 944-6881,Yes
2188,45645,Mescal Wildlife Sanctuary,Mescal Wildlife Sanctuary,Open Access,99.451,99.43819155,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000108,34.48169847,-117.69954457,Llano,Llano,93544,<Null>,General: (661) 944-6881,Yes
2189,45646,West Creek Park,West Creek Community Park,Open Access,17.676,17.67330487,"Los Angeles, County of",County,County Agency,http://www.santa-clarita.com/index.aspx?page=186,"Santa Clarita, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,Fair,0.65,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,5,2,0,Local Park,3000177,34.45714862,-118.56018551,24247 Village Circle,Valencia,91354,,,No
2198,45698,Avenue Park,Avenue Park,Open Access,4.956,4.95574815,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park < 5 Acres,Yes,Yes,Yes,Good,Good,None,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,6,0,0,Local Park,3000552,34.0352554,-117.99359686,553 S. 4th Ave.,La Puente,91746,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (626) 333-6162; Reservations: (888) 239-6700",Yes
2199,45699,Alpine Butte Wildlife Sanctuary,Alpine Butte Wildlife Sanctuary,Open Access,323.286,323.23930257,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000008,34.60922048,-117.89436614,Palmdale,Palmdale,93591,<Null>,General: (661) 944-6881,Yes
2209,45718,Lakewood Golf Course,Lakewood GC,Open Access,176.19,176.20785561,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000086,33.83370112,-118.15129848,3101 Carson Blvd.,Lakewood,90712,<Null>,General: (562) 429-9711,Yes
2329,45847,San Dimas Staging Area,San Dimas Staging Area,Open Access,0.246,0.24634233,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Special Use - Staging Area,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3000146,34.09115007,-117.82035375,110 E Baseline Rd,San Dimas,91773,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",,Yes
2330,45849,Workman Mill Staging Area,Workman Mill Staging Area,Open Access,1.717,1.7171187,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Special Use - Staging Area,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3000183,34.02283967,-118.03653485,3301 Workman Mill Rd,Whittier,90601,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",,Yes
2332,45852,72nd Street Equestrian Park,72nd Street Equestrian Park,Open Access,2.957,2.95693355,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Special Use - EQ Park,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Regional Open Space,3000001,33.88423326,-118.18711302,,Long Beach,90805,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 7:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 4:30pm",,Yes
2333,45853,Casa Del Caballero,Casa Del Caballero,No Public Access,0.813,0.81333881,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.19587947,-118.11452487,,Altadena,91001,,,No
2334,45854,Compton Creek Walking Path,Compton Creek Walking Path,Open Access,6.12272623,6.12272623,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,33.91995282,-118.25066729,,Los Angeles,90059,,,No
2337,45861,Parque de los Suenos,Parque de los Suenos,Open Access,1.611,1.61053959,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,Park < 5 Acres,Yes,Yes,Yes,Good,None,None,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,6,0,Local Park,3000121,34.01596578,-118.18107918,1333 S. Bonnie Beach Place,Los Angeles,90023,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm",General: (323) 260-2330,Yes
2338,45862,Pioneer Park,Pioneer Park,Open Access,4.683,4.68235381,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,23249,34.69157999,-118.31881391,Pioneer Ct,Lancaster,93536,,,No
2339,45863,Virginia Robinson Gardens,Virginia Robinson Gardens,Open Access,6.153,6.15278164,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Botanic,Park 5 to 100 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,Regional Open Space,3000136,34.08662605,-118.41752081,1008 Eldan Way,Beverly Hills,90210,<Null>,General: (310) 276-5367,Yes
2340,45865,Washington Ave Park,Washington Ave Park,Open Access,0.36,0.35970158,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,0,Regional Open Space,3001801,33.89110515,-118.19365739,15614 S. Washington Ave.,Compton,90221,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Mon, Wed, Fri<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>
<p>
Splash Pads<br>
May 1st to Sept 30th, 2022<br>
7 days a week<br>
10:00 AM to 7:00 PM<br>","General: (310) 965-8608; Reservations: (800) 404-5888",Yes
2341,45866,Compton Creek Walking Path Phase I,Compton Creek Walking Path Phase I,Open Access,2.06785871,2.06785871,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Park < 5 Acres,Yes,Yes,Yes,Poor,Poor,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Local Park,3001785,33.92574769,-118.25225026,,Los Angeles,90059,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm<br>",General: (310) 965-8608,Yes
2342,45867,Woods Avenue Park,Woods Avenue Park,Open Access,0.228,0.22773993,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,23299,34.01866562,-118.15921789,Woods Ave,Los Angeles,90022,,,No
2343,45869,Browns Canyon,Browns Canyon,Unknown Access,27.208,27.20548258,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Equestrian Park,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,25636,34.29486782,-118.59155226,12080 Browns Canyon Rd.,Chatsworth,91311,,General: (626) 575-5756,No
2349,45875,Eastside Eddie Heredia Boxing Club,Eastside Eddie Heredia Boxing Club,Open Access,0.231,0.2314603,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Other,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Regional Open Space,3000069,34.01687804,-118.15993887,5127 E. Olympic Blvd.,Los Angeles,90022,<Null>,General: (323) 267-2413,Yes
2350,45876,Martin Luther King Jr. Fitness Garden,Martin Luther King Jr. Fitness Garden,Open Access,0.36396134,0.36396134,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Park < 5 Acres,Yes,Yes,Yes,Good,Fair,Not Reported,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Local Park,3000076,33.92475883,-118.2396128,11833 Wilmington Ave.,Los Angeles,90059,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",General: (310) 965-8608,Yes
2351,45877,La Brea Greenbelt,La Brea Greenbelt,Open Access,21.753,21.75330187,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,,34.00734416,-118.35701916,5801 Wilshire Blvd,Los Angeles,90008,,,No
2502,46130,Santa Monica Mountains National Recreation Area,Santa Monica Mtns. NRA,Open Access,24.468,24.46707988,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,23149,34.11356899,-118.58104329,20828 Entrada Rd,Topanga,90290,,,No
2586,46244,Eaton Canyon Open Space,Eaton Canyon OS,Open Access,215.81925267,215.81925267,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.19209367,-118.08936546,1750 N Altadena Dr,Altadena,91001,,,No
2621,46285,Mountain Meadows Golf Course,Mtn. Meadows GC,Open Access,165.123,165.12009732,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000114,34.08433604,-117.77999853,1875 Fairplex Dr.,San Dimas,91773,<Null>,General: (909) 623-3704,Yes
2622,46287,Stoneview Nature Center,Stoneview Nature Center,Open Access,5,5.01549209,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Natural,Park 5 to 100 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Local Park,3001795,34.01419098,-118.37696261,5950 Stoneview Dr.,Culver City,90232,March 1st to October 31st<br> Operating Hours<br> Tuesday - Sunday<br> 8:00am to 7:30pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 7:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Operating Hours<br> Tuesday - Sunday<br> 8:00 am to 5:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Staff and Programming Hours<br> Tuesday - Sunday<br> 9:00 am to 5:00 pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 4:30 pm<br> Closed Monday<br> <p>,General: (310) 202-3002,Yes
2624,46290,Unnamed,Unnamed,Open Access,3.045,3.04503111,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,,34.54202544,-117.95863752,,Littlerock,93543,,,No
2625,46291,Shady Bend Park,Shady Bend Park,No Public Access,42.972,42.96608523,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.50839808,-117.82091796,,Llano,93544,,,No
2905,46593,34th St Greenbelt,34th St Greenbelt,Open Access,0.937,0.9373986,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Long Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,,33.819467,-118.20445593,Long Beach,Long Beach,90806,,,No
2909,46597,Toyota Sports Complex,Toyota Sports Complex,Restricted Access,6.222,6.222122,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Torrance, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,Local Park,,33.84126187,-118.34132663,555 N Nash St,Torrance,90503,,,No
2933,46623,Cerritos Sports Complex,Cerritos Sports Complex,Open Access,24.39432123,24.39432123,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Cerritos, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,4,6,0,0,1,1,1,0,0,0,0,0,0,1,3,11,0,Local Park,,33.84867599,-118.06042527,19900 Bloomfield Ave,Cerritos,90703,,,No
2973,6966,Altadena Triangle Park,Altadena Triangle Park,Open Access,0.51174906,0.51174906,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3000113,34.18982308,-118.13184523,800 E. Altadena Dr.,Altadena,91001,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm<br>",General: (626) 798-6335,Yes
2974,44426,Amigo Park,Amigo Park,Open Access,4.78037967,4.78037967,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park < 5 Acres,Yes,Yes,Yes,Fair,Fair,Fair,0.1,0,2,2,0,0,1,0,4,2,0,0,0,0,1,0,1,4,2,1,Local Park,3000010,33.99930167,-118.06912949,5700 S. Juarez Ave.,Whittier,90606,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (562) 908-4702; Reservations: (800) 404-5888",Yes
2975,17972,Apollo Community Regional Park,Apollo Community RP,Open Access,54.48640248,54.48640248,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Good,1,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,6,0,9,15,Local Park,3000011,34.74227592,-118.20039542,4555 W. Ave. G,Lancaster,93536,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (661) 940-7701; Reservations: (800) 267-2757",Yes
2976,7017,Los Angeles County Arboretum and Botanic Garden,Los Angeles County Arboretum and Botanic Garden,Open Access,119.39772813,119.39772813,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Botanic,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,Regional Open Space,3000012,34.14285554,-118.05421572,301 N. Baldwin Ave.,Arcadia,91007,<Null>,General: (626) 821-3222,Yes
2977,24531,Avocado Heights Park,Avocado Heights Park,Open Access,8.13672093,8.13672093,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,None,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,1,1,6,0,Local Park,3000016,34.03575934,-117.98811291,14105 Don Julian Rd. ,La Puente,91746,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (626) 333-6162; Reservations: (888) 239-6700",Yes
2978,4090,Belvedere Community Regional Park,Belvedere Community RP,Open Access,30.74833996,30.74833996,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,None,0,2,2,3,2,1,1,1,4,1,4,1,0,1,1,0,2,6,13,5,Local Park,3000018,34.03879828,-118.15930171,4914 E. Cesar Chavez Ave.,Los Angeles,90022,"Operating Hours<br>
Monday - Friday<br>
6:00 am to 8:00 pm<br>
Saturday<br>
8:00 am to 4:00 pm<br>
Closed Sunday<br>
<p>
Year Round Pool Closures<br>
Last Day Open<br>
Saturday, August 20, 2022<br>
Saturday, Nov 19, 2022<br>
Friday, Dec 23, 2022<br>
Closure Period<br>
Sunday, Aug 21 – Sunday Aug 28, 2022<br>
Sunday, Nov 20 – Sunday Nov 27, 2022<br>
Saturday, Dec 24 – Sunday, Jan 8, 2023<br>
Re-Opening Day<br>
Monday, Aug 29, 2022<br>
Monday, Nov 28, 2022<br>
Monday, Jan 9, 2023<br>
Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>","General: (323) 260-2342; Reservations: (888) 239-6700; Aquatics: (323) 260-2375",Yes
2981,44378,Castaic Lake State Recreation Area,Castaic Lake SRA,Open Access,12659.7421413,12659.7421413,"Los Angeles, County of",State,State Agency,http://www.water.ca.gov/,Los Angeles County Department of Parks and Recreation,Regional,Regional Park,Yes,Yes,Yes,Poor,Poor,Fair,10,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,20,8,23,61,Regional Recreation Park,3000031,34.5474913,-118.60032481,32132 Castaic Lake Dr.,Castaic,91384,"March 1st to October 31st<br>
Operating Hours Monday - Sunday<br>
5:00am to 8:00pm
</p>

<p>
Staff and Programming<br>
Hours Wednesday - Sunday<br>
8:00am to 8:00pm
</p>

<p>
Restroom Hours<br>
Wednesday - Sunday<br>
5:30am to 7:30pm
</p>

<p>
November 1st to February 28th<br>
Operating Hours<br>
6:00am to 7:00pm
</p>

<p>
Staff and Programming<br>
Hours Wednesday - Sunday<br>
8:00am to 7:00pm
</p>

<p>
Restroom Hours<br>
Wednesday - Sunday<br>
6:30am to 6:30pm
</p>

<p>
Lower Lake Operating Hours (Nov 1 to Feb 28)<br>
Friday - Sunday 6:00am to 7:00pm<br>
Closed Wednesday - Thursday
</p>

<p>
Recreational Swim Lakes<br>
Hours of Operation<br>
10:00am to 6:00pm<br>
Starting 3rd weekend in May<br>
Weekends Only<br>
Starting 3rd week in June through Labor Day<br>
Wednesday - Sunday
</p>",General: (661) 257-4050,Yes
2982,6830,Crescenta Valley Community Regional Park,Crescenta Valley Park,Open Access,38.4168797,38.4168797,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Good,None,0,0,1,2,0,0,1,1,0,4,0,0,1,0,1,0,4,1,9,4,Local Park,3000041,34.22395973,-118.25653591,3901 Dunsmore Ave.,La Crescenta,91214,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (818) 249-5940; Reservations: (800) 267-2757",Yes
